col1,col2,col3,col4,col5
10724,9.83,-3624,98,0
81207,9.83,-3624,98,0
73458,9.83,-3624,98,0
96631,9.83,-3624,98,0
43254,9.83,-3624,98,0
3856,9.83,-3624,98,0
11174,9.83,-3624,98,0
31078,9.83,-3624,98,0
37916,9.83,-3624,98,0
12912,9.83,-3624,98,0
59439,9.83,-3624,98,0
85868,9.83,-3624,98,0
5619,9.83,-3624,98,0
97183,9.83,-3624,98,0
15480,9.83,-3624,98,0
80308,9.83,-3624,98,0
49599,9.83,-3624,98,0
54426,9.83,-3624,98,0
28766,9.83,-3624,98,0
72631,9.83,-3624,98,0
4150,9.83,-3624,98,0
47619,9.83,-3624,98,0
36748,9.83,-3624,98,0
65716,9.83,-3624,98,0
99941,9.83,-3624,98,0
99211,9.83,-3624,98,0
33216,9.83,-3624,98,0
5890,9.83,-3624,98,0
93391,9.83,-3624,98,0
56934,9.83,-3624,98,0
74276,9.83,-3624,98,0
25199,9.83,-3624,98,0
70557,9.83,-3624,98,0
91174,9.83,-3624,98,0
56961,9.83,-3624,98,0
81664,9.83,-3624,98,0
6391,9.83,-3624,98,0
19732,9.83,-3624,98,0
72885,9.83,-3624,98,0
62908,9.83,-3624,98,0
54252,9.83,-3624,98,0
48220,9.83,-3624,98,0
75919,9.83,-3624,98,0
52231,9.83,-3624,98,0
4139,9.83,-3624,98,0
75431,9.83,-3624,98,0
6282,9.83,-3624,98,0
74579,9.83,-3624,98,0
3579,9.83,-3624,98,0
76325,9.83,-3624,98,0
53517,9.83,-3624,98,0
73478,9.83,-3624,98,0
55838,9.83,-3624,98,0
70039,9.83,-3624,98,0
25857,9.83,-3624,98,0
33467,9.83,-3624,98,0
14795,9.83,-3624,98,0
74900,9.83,-3624,98,0
70821,9.83,-3624,98,0
64996,9.83,-3624,98,0
9664,9.83,-3624,98,0
12606,9.83,-3624,98,0
52498,9.83,-3624,98,0
90362,9.83,-3624,98,0
9802,9.83,-3624,98,0
58964,9.83,-3624,98,0
78706,9.83,-3624,98,0
12727,9.83,-3624,98,0
53819,9.83,-3624,98,0
50683,9.83,-3624,98,0
53752,9.83,-3624,98,0
84118,9.83,-3624,98,0
54735,9.83,-3624,98,0
45126,9.83,-3624,98,0
39315,9.83,-3624,98,0
57900,9.83,-3624,98,0
95517,9.83,-3624,98,0
57480,9.83,-3624,98,0
73926,9.83,-3624,98,0
21028,9.83,-3624,98,0
965,9.83,-3624,98,0
94016,9.83,-3624,98,0
92518,9.83,-3624,98,0
90391,9.83,-3624,98,0
75573,9.83,-3624,98,0
33781,9.83,-3624,98,0
64560,9.83,-3624,98,0
25138,9.83,-3624,98,0
15540,9.83,-3624,98,0
29655,9.83,-3624,98,0
75433,9.83,-3624,98,0
75841,9.83,-3624,98,0
92177,9.83,-3624,98,0
23278,9.83,-3624,98,0
49079,9.83,-3624,98,0
79919,9.83,-3624,98,0
52581,9.83,-3624,98,0
79624,9.83,-3624,98,0
82680,9.83,-3624,98,0
77433,9.83,-3624,98,0
22387,9.83,-3624,98,0
66803,9.83,-3624,98,0
7399,9.83,-3624,98,0
89116,9.83,-3624,98,0
64814,9.83,-3624,98,0
60694,9.83,-3624,98,0
69940,9.83,-3624,98,0
68853,9.83,-3624,98,0
18364,9.83,-3624,98,0
50077,9.83,-3624,98,0
69647,9.83,-3624,98,0
66287,9.83,-3624,98,0
17511,9.83,-3624,98,0
4118,9.83,-3624,98,0
59880,9.83,-3624,98,0
84168,9.83,-3624,98,0
85163,9.83,-3624,98,0
85263,9.83,-3624,98,0
29783,9.83,-3624,98,0
44160,9.83,-3624,98,0
51357,9.83,-3624,98,0
1896,9.83,-3624,98,0
11638,9.83,-3624,98,0
1266,9.83,-3624,98,0
83204,9.83,-3624,98,0
63080,9.83,-3624,98,0
90126,9.83,-3624,98,0
15718,9.83,-3624,98,0
94204,9.83,-3624,98,0
59308,9.83,-3624,98,0
44865,9.83,-3624,98,0
95888,9.83,-3624,98,0
76916,9.83,-3624,98,0
45916,9.83,-3624,98,0
83490,9.83,-3624,98,0
28291,9.83,-3624,98,0
3727,9.83,-3624,98,0
89058,9.83,-3624,98,0
17928,9.83,-3624,98,0
95120,9.83,-3624,98,0
22914,9.83,-3624,98,0
70951,9.83,-3624,98,0
2336,9.83,-3624,98,0
57540,9.83,-3624,98,0
10610,9.83,-3624,98,0
28779,9.83,-3624,98,0
63333,9.83,-3624,98,0
83190,9.83,-3624,98,0
44476,9.83,-3624,98,0
56876,9.83,-3624,98,0
74074,9.83,-3624,98,0
82211,9.83,-3624,98,0
17939,9.83,-3624,98,0
43881,9.83,-3624,98,0
10162,9.83,-3624,98,0
60380,9.83,-3624,98,0
93340,9.83,-3624,98,0
10236,9.83,-3624,98,0
38002,9.83,-3624,98,0
12998,9.83,-3624,98,0
36720,9.83,-3624,98,0
81193,9.83,-3624,98,0
94671,9.83,-3624,98,0
75828,9.83,-3624,98,0
15429,9.83,-3624,98,0
22561,9.83,-3624,98,0
41430,9.83,-3624,98,0
40687,9.83,-3624,98,0
38389,9.83,-3624,98,0
59729,9.83,-3624,98,0
455,9.83,-3624,98,0
498,9.83,-3624,98,0
55651,9.83,-3624,98,0
69511,9.83,-3624,98,0
41971,9.83,-3624,98,0
94154,9.83,-3624,98,0
58941,9.83,-3624,98,0
80614,9.83,-3624,98,0
94805,9.83,-3624,98,0
16315,9.83,-3624,98,0
53587,9.83,-3624,98,0
92208,9.83,-3624,98,0
21704,9.83,-3624,98,0
34556,9.83,-3624,98,0
5155,9.83,-3624,98,0
82111,9.83,-3624,98,0
46016,9.83,-3624,98,0
24651,9.83,-3624,98,0
7709,9.83,-3624,98,0
85475,9.83,-3624,98,0
58449,9.83,-3624,98,0
94998,9.83,-3624,98,0
30561,9.83,-3624,98,0
84383,9.83,-3624,98,0
79150,9.83,-3624,98,0
23169,9.83,-3624,98,0
45378,9.83,-3624,98,0
80205,9.83,-3624,98,0
1676,9.83,-3624,98,0
65311,9.83,-3624,98,0
67593,9.83,-3624,98,0
87830,9.83,-3624,98,0
12188,9.83,-3624,98,0
30023,9.83,-3624,98,0
71910,9.83,-3624,98,0
45982,9.83,-3624,98,0
99664,9.83,-3624,98,0
11979,9.83,-3624,98,0
56750,9.83,-3624,98,0
41679,9.83,-3624,98,0
40246,9.83,-3624,98,0
29973,9.83,-3624,98,0
55269,9.83,-3624,98,0
32198,9.83,-3624,98,0
23525,9.83,-3624,98,0
73551,9.83,-3624,98,0
81739,9.83,-3624,98,0
28437,9.83,-3624,98,0
24883,9.83,-3624,98,0
41107,9.83,-3624,98,0
47621,9.83,-3624,98,0
21878,9.83,-3624,98,0
35215,9.83,-3624,98,0
81323,9.83,-3624,98,0
60926,9.83,-3624,98,0
5154,9.83,-3624,98,0
80015,9.83,-3624,98,0
8695,9.83,-3624,98,0
23355,9.83,-3624,98,0
51185,9.83,-3624,98,0
73461,9.83,-3624,98,0
99593,9.83,-3624,98,0
21808,9.83,-3624,98,0
29006,9.83,-3624,98,0
30769,9.83,-3624,98,0
9334,9.83,-3624,98,0
69652,9.83,-3624,98,0
74744,9.83,-3624,98,0
62532,9.83,-3624,98,0
98779,9.83,-3624,98,0
75564,9.83,-3624,98,0
45438,9.83,-3624,98,0
29105,9.83,-3624,98,0
68288,9.83,-3624,98,0
9687,9.83,-3624,98,0
86711,9.83,-3624,98,0
37850,9.83,-3624,98,0
7244,9.83,-3624,98,0
85296,9.83,-3624,98,0
84294,9.83,-3624,98,0
33524,9.83,-3624,98,0
38661,9.83,-3624,98,0
28165,9.83,-3624,98,0
64117,9.83,-3624,98,0
30376,9.83,-3624,98,0
76967,9.83,-3624,98,0
94879,9.83,-3624,98,0
762,9.83,-3624,98,0
1667,9.83,-3624,98,0
12957,9.83,-3624,98,0
81872,9.83,-3624,98,0
92364,9.83,-3624,98,0
54538,9.83,-3624,98,0
94130,9.83,-3624,98,0
15094,9.83,-3624,98,0
60154,9.83,-3624,98,0
94274,9.83,-3624,98,0
67322,9.83,-3624,98,0
54215,9.83,-3624,98,0
24082,9.83,-3624,98,0
90992,9.83,-3624,98,0
74719,9.83,-3624,98,0
62838,9.83,-3624,98,0
5956,9.83,-3624,98,0
16887,9.83,-3624,98,0
27708,9.83,-3624,98,0
92636,9.83,-3624,98,0
42425,9.83,-3624,98,0
45674,9.83,-3624,98,0
40810,9.83,-3624,98,0
70011,9.83,-3624,98,0
67130,9.83,-3624,98,0
31312,9.83,-3624,98,0
56390,9.83,-3624,98,0
36593,9.83,-3624,98,0
28803,9.83,-3624,98,0
75625,9.83,-3624,98,0
49368,9.83,-3624,98,0
21199,9.83,-3624,98,0
48726,9.83,-3624,98,0
34957,9.83,-3624,98,0
34586,9.83,-3624,98,0
46679,9.83,-3624,98,0
74321,9.83,-3624,98,0
83630,9.83,-3624,98,0
27395,9.83,-3624,98,0
82314,9.83,-3624,98,0
46654,9.83,-3624,98,0
93159,9.83,-3624,98,0
83070,9.83,-3624,98,0
84274,9.83,-3624,98,0
27530,9.83,-3624,98,0
2654,9.83,-3624,98,0
1565,9.83,-3624,98,0
22470,9.83,-3624,98,0
84447,9.83,-3624,98,0
22503,9.83,-3624,98,0
19219,9.83,-3624,98,0
11534,9.83,-3624,98,0
38931,9.83,-3624,98,0
17772,9.83,-3624,98,0
66337,9.83,-3624,98,0
47134,9.83,-3624,98,0
57400,9.83,-3624,98,0
46798,9.83,-3624,98,0
65073,9.83,-3624,98,0
43703,9.83,-3624,98,0
42206,9.83,-3624,98,0
75854,9.83,-3624,98,0
34206,9.83,-3624,98,0
64863,9.83,-3624,98,0
29750,9.83,-3624,98,0
90189,9.83,-3624,98,0
18231,9.83,-3624,98,0
92958,9.83,-3624,98,0
31408,9.83,-3624,98,0
52189,9.83,-3624,98,0
41435,9.83,-3624,98,0
41850,9.83,-3624,98,0
61790,9.83,-3624,98,0
97089,9.83,-3624,98,0
33145,9.83,-3624,98,0
32158,9.83,-3624,98,0
56549,9.83,-3624,98,0
16329,9.83,-3624,98,0
91879,9.83,-3624,98,0
8661,9.83,-3624,98,0
63899,9.83,-3624,98,0
8613,9.83,-3624,98,0
47406,9.83,-3624,98,0
21303,9.83,-3624,98,0
45859,9.83,-3624,98,0
21310,9.83,-3624,98,0
23453,9.83,-3624,98,0
11075,9.83,-3624,98,0
93352,9.83,-3624,98,0
9674,9.83,-3624,98,0
56473,9.83,-3624,98,0
66131,9.83,-3624,98,0
61924,9.83,-3624,98,0
35310,9.83,-3624,98,0
94950,9.83,-3624,98,0
33031,9.83,-3624,98,0
22395,9.83,-3624,98,0
89488,9.83,-3624,98,0
42911,9.83,-3624,98,0
22302,9.83,-3624,98,0
99335,9.83,-3624,98,0
6359,9.83,-3624,98,0
9618,9.83,-3624,98,0
81727,9.83,-3624,98,0
94995,9.83,-3624,98,0
65177,9.83,-3624,98,0
35840,9.83,-3624,98,0
48639,9.83,-3624,98,0
14414,9.83,-3624,98,0
66238,9.83,-3624,98,0
4208,9.83,-3624,98,0
75204,9.83,-3624,98,0
87297,9.83,-3624,98,0
14139,9.83,-3624,98,0
71825,9.83,-3624,98,0
75840,9.83,-3624,98,0
26374,9.83,-3624,98,0
85653,9.83,-3624,98,0
61281,9.83,-3624,98,0
58195,9.83,-3624,98,0
6578,9.83,-3624,98,0
33512,9.83,-3624,98,0
78469,9.83,-3624,98,0
44282,9.83,-3624,98,0
72192,9.83,-3624,98,0
50920,9.83,-3624,98,0
80999,9.83,-3624,98,0
92378,9.83,-3624,98,0
74513,9.83,-3624,98,0
1739,9.83,-3624,98,0
77453,9.83,-3624,98,0
34963,9.83,-3624,98,0
94159,9.83,-3624,98,0
4953,9.83,-3624,98,0
18167,9.83,-3624,98,0
61286,9.83,-3624,98,0
68847,9.83,-3624,98,0
57810,9.83,-3624,98,0
5466,9.83,-3624,98,0
21580,9.83,-3624,98,0
36628,9.83,-3624,98,0
35436,9.83,-3624,98,0
15629,9.83,-3624,98,0
31373,9.83,-3624,98,0
6121,9.83,-3624,98,0
76475,9.83,-3624,98,0
7452,9.83,-3624,98,0
2968,9.83,-3624,98,0
20343,9.83,-3624,98,0
88233,9.83,-3624,98,0
21197,9.83,-3624,98,0
91046,9.83,-3624,98,0
94730,9.83,-3624,98,0
11775,9.83,-3624,98,0
47897,9.83,-3624,98,0
22258,9.83,-3624,98,0
22177,9.83,-3624,98,0
52876,9.83,-3624,98,0
31649,9.83,-3624,98,0
92178,9.83,-3624,98,0
33093,9.83,-3624,98,0
11855,9.83,-3624,98,0
77803,9.83,-3624,98,0
80805,9.83,-3624,98,0
46945,9.83,-3624,98,0
14373,9.83,-3624,98,0
54217,9.83,-3624,98,0
85326,9.83,-3624,98,0
54061,9.83,-3624,98,0
42695,9.83,-3624,98,0
59135,9.83,-3624,98,0
4103,9.83,-3624,98,0
28814,9.83,-3624,98,0
6915,9.83,-3624,98,0
60,9.83,-3624,98,0
24629,9.83,-3624,98,0
33946,9.83,-3624,98,0
72462,9.83,-3624,98,0
24014,9.83,-3624,98,0
45100,9.83,-3624,98,0
91003,9.83,-3624,98,0
33935,9.83,-3624,98,0
15226,9.83,-3624,98,0
93933,9.83,-3624,98,0
28386,9.83,-3624,98,0
75210,9.83,-3624,98,0
38694,9.83,-3624,98,0
68906,9.83,-3624,98,0
68636,9.83,-3624,98,0
43167,9.83,-3624,98,0
47994,9.83,-3624,98,0
37709,9.83,-3624,98,0
75179,9.83,-3624,98,0
86734,9.83,-3624,98,0
15545,9.83,-3624,98,0
66561,9.83,-3624,98,0
90082,9.83,-3624,98,0
21046,9.83,-3624,98,0
53264,9.83,-3624,98,0
98542,9.83,-3624,98,0
36800,9.83,-3624,98,0
5994,9.83,-3624,98,0
44065,9.83,-3624,98,0
44113,9.83,-3624,98,0
76216,9.83,-3624,98,0
71507,9.83,-3624,98,0
95997,9.83,-3624,98,0
85210,9.83,-3624,98,0
77702,9.83,-3624,98,0
31084,9.83,-3624,98,0
44856,9.83,-3624,98,0
69867,9.83,-3624,98,0
4498,9.83,-3624,98,0
25757,9.83,-3624,98,0
35786,9.83,-3624,98,0
40675,9.83,-3624,98,0
33942,9.83,-3624,98,0
99352,9.83,-3624,98,0
43513,9.83,-3624,98,0
56601,9.83,-3624,98,0
50526,9.83,-3624,98,0
93234,9.83,-3624,98,0
37103,9.83,-3624,98,0
57021,9.83,-3624,98,0
19018,9.83,-3624,98,0
13444,9.83,-3624,98,0
72249,9.83,-3624,98,0
32345,9.83,-3624,98,0
1793,9.83,-3624,98,0
72676,9.83,-3624,98,0
58744,9.83,-3624,98,0
83797,9.83,-3624,98,0
93005,9.83,-3624,98,0
93059,9.83,-3624,98,0
11271,9.83,-3624,98,0
6811,9.83,-3624,98,0
6706,9.83,-3624,98,0
25913,9.83,-3624,98,0
21502,9.83,-3624,98,0
64794,9.83,-3624,98,0
98249,9.83,-3624,98,0
14596,9.83,-3624,98,0
75994,9.83,-3624,98,0
58201,9.83,-3624,98,0
87874,9.83,-3624,98,0
64930,9.83,-3624,98,0
86947,9.83,-3624,98,0
23337,9.83,-3624,98,0
87069,9.83,-3624,98,0
34051,9.83,-3624,98,0
20060,9.83,-3624,98,0
85401,9.83,-3624,98,0
95041,9.83,-3624,98,0
72882,9.83,-3624,98,0
6421,9.83,-3624,98,0
33332,9.83,-3624,98,0
57275,9.83,-3624,98,0
18581,9.83,-3624,98,0
44819,9.83,-3624,98,0
80150,9.83,-3624,98,0
50767,9.83,-3624,98,0
15396,9.83,-3624,98,0
31547,9.83,-3624,98,0
98216,9.83,-3624,98,0
70486,9.83,-3624,98,0
6681,9.83,-3624,98,0
84130,9.83,-3624,98,0
47656,9.83,-3624,98,0
71529,9.83,-3624,98,0
4216,9.83,-3624,98,0
99501,9.83,-3624,98,0
11141,9.83,-3624,98,0
11624,9.83,-3624,98,0
74057,9.83,-3624,98,0
61078,9.83,-3624,98,0
20481,9.83,-3624,98,0
60828,9.83,-3624,98,0
9804,9.83,-3624,98,0
63968,9.83,-3624,98,0
30643,9.83,-3624,98,0
88736,9.83,-3624,98,0
77373,9.83,-3624,98,0
9109,9.83,-3624,98,0
76714,9.83,-3624,98,0
99857,9.83,-3624,98,0
36131,9.83,-3624,98,0
49248,9.83,-3624,98,0
37052,9.83,-3624,98,0
14513,9.83,-3624,98,0
3945,9.83,-3624,98,0
40064,9.83,-3624,98,0
41893,9.83,-3624,98,0
84019,9.83,-3624,98,0
53408,9.83,-3624,98,0
57534,9.83,-3624,98,0
33462,9.83,-3624,98,0
33213,9.83,-3624,98,0
59486,9.83,-3624,98,0
55755,9.83,-3624,98,0
55656,9.83,-3624,98,0
48205,9.83,-3624,98,0
31376,9.83,-3624,98,0
76563,9.83,-3624,98,0
77080,9.83,-3624,98,0
68137,9.83,-3624,98,0
39725,9.83,-3624,98,0
74875,9.83,-3624,98,0
36897,9.83,-3624,98,0
56311,9.83,-3624,98,0
69889,9.83,-3624,98,0
61340,9.83,-3624,98,0
99998,9.83,-3624,98,0
21276,9.83,-3624,98,0
82807,9.83,-3624,98,0
51227,9.83,-3624,98,0
6553,9.83,-3624,98,0
94673,9.83,-3624,98,0
69290,9.83,-3624,98,0
13755,9.83,-3624,98,0
88489,9.83,-3624,98,0
81009,9.83,-3624,98,0
83381,9.83,-3624,98,0
16482,9.83,-3624,98,0
82756,9.83,-3624,98,0
88501,9.83,-3624,98,0
63676,9.83,-3624,98,0
36055,9.83,-3624,98,0
20265,9.83,-3624,98,0
32732,9.83,-3624,98,0
98109,9.83,-3624,98,0
54340,9.83,-3624,98,0
88707,9.83,-3624,98,0
59384,9.83,-3624,98,0
36821,9.83,-3624,98,0
33132,9.83,-3624,98,0
63685,9.83,-3624,98,0
68872,9.83,-3624,98,0
16689,9.83,-3624,98,0
51924,9.83,-3624,98,0
2175,9.83,-3624,98,0
52752,9.83,-3624,98,0
90703,9.83,-3624,98,0
30489,9.83,-3624,98,0
21096,9.83,-3624,98,0
79134,9.83,-3624,98,0
28555,9.83,-3624,98,0
28219,9.83,-3624,98,0
72038,9.83,-3624,98,0
51179,9.83,-3624,98,0
90732,9.83,-3624,98,0
91566,9.83,-3624,98,0
36254,9.83,-3624,98,0
96405,9.83,-3624,98,0
27943,9.83,-3624,98,0
3059,9.83,-3624,98,0
94809,9.83,-3624,98,0
80895,9.83,-3624,98,0
89807,9.83,-3624,98,0
31579,9.83,-3624,98,0
1294,9.83,-3624,98,0
36446,9.83,-3624,98,0
56459,9.83,-3624,98,0
41027,9.83,-3624,98,0
37562,9.83,-3624,98,0
44220,9.83,-3624,98,0
56416,9.83,-3624,98,0
20324,9.83,-3624,98,0
75606,9.83,-3624,98,0
99198,9.83,-3624,98,0
78301,9.83,-3624,98,0
20891,9.83,-3624,98,0
23399,9.83,-3624,98,0
52418,9.83,-3624,98,0
97954,9.83,-3624,98,0
10314,9.83,-3624,98,0
43791,9.83,-3624,98,0
77974,9.83,-3624,98,0
72032,9.83,-3624,98,0
83262,9.83,-3624,98,0
31912,9.83,-3624,98,0
67884,9.83,-3624,98,0
5499,9.83,-3624,98,0
86718,9.83,-3624,98,0
50153,9.83,-3624,98,0
68666,9.83,-3624,98,0
5527,9.83,-3624,98,0
61260,9.83,-3624,98,0
93355,9.83,-3624,98,0
44501,9.83,-3624,98,0
28133,9.83,-3624,98,0
3821,9.83,-3624,98,0
223,9.83,-3624,98,0
95248,9.83,-3624,98,0
46099,9.83,-3624,98,0
83682,9.83,-3624,98,0
92510,9.83,-3624,98,0
49926,9.83,-3624,98,0
91724,9.83,-3624,98,0
6546,9.83,-3624,98,0
34013,9.83,-3624,98,0
93861,9.83,-3624,98,0
4855,9.83,-3624,98,0
8112,9.83,-3624,98,0
59684,9.83,-3624,98,0
90080,9.83,-3624,98,0
93927,9.83,-3624,98,0
85767,9.83,-3624,98,0
95841,9.83,-3624,98,0
37803,9.83,-3624,98,0
47674,9.83,-3624,98,0
52119,9.83,-3624,98,0
92948,9.83,-3624,98,0
50721,9.83,-3624,98,0
70109,9.83,-3624,98,0
12958,9.83,-3624,98,0
89578,9.83,-3624,98,0
22961,9.83,-3624,98,0
36229,9.83,-3624,98,0
97838,9.83,-3624,98,0
99720,9.83,-3624,98,0
28702,9.83,-3624,98,0
89976,9.83,-3624,98,0
415,9.83,-3624,98,0
42593,9.83,-3624,98,0
96647,9.83,-3624,98,0
53138,9.83,-3624,98,0
25421,9.83,-3624,98,0
85200,9.83,-3624,98,0
38139,9.83,-3624,98,0
72570,9.83,-3624,98,0
77869,9.83,-3624,98,0
83461,9.83,-3624,98,0
68630,9.83,-3624,98,0
86840,9.83,-3624,98,0
33178,9.83,-3624,98,0
45166,9.83,-3624,98,0
73620,9.83,-3624,98,0
75544,9.83,-3624,98,0
43071,9.83,-3624,98,0
21005,9.83,-3624,98,0
26948,9.83,-3624,98,0
49371,9.83,-3624,98,0
60554,9.83,-3624,98,0
53202,9.83,-3624,98,0
58658,9.83,-3624,98,0
58352,9.83,-3624,98,0
92032,9.83,-3624,98,0
81803,9.83,-3624,98,0
38419,9.83,-3624,98,0
67072,9.83,-3624,98,0
4690,9.83,-3624,98,0
98466,9.83,-3624,98,0
62975,9.83,-3624,98,0
76337,9.83,-3624,98,0
57530,9.83,-3624,98,0
98824,9.83,-3624,98,0
68776,9.83,-3624,98,0
98493,9.83,-3624,98,0
14153,9.83,-3624,98,0
29776,9.83,-3624,98,0
19872,9.83,-3624,98,0
33902,9.83,-3624,98,0
94802,9.83,-3624,98,0
74040,9.83,-3624,98,0
66209,9.83,-3624,98,0
31377,9.83,-3624,98,0
77253,9.83,-3624,98,0
59433,9.83,-3624,98,0
38715,9.83,-3624,98,0
98223,9.83,-3624,98,0
73838,9.83,-3624,98,0
76116,9.83,-3624,98,0
85509,9.83,-3624,98,0
93335,9.83,-3624,98,0
89699,9.83,-3624,98,0
91980,9.83,-3624,98,0
39990,9.83,-3624,98,0
21471,9.83,-3624,98,0
94495,9.83,-3624,98,0
65443,9.83,-3624,98,0
44539,9.83,-3624,98,0
77173,9.83,-3624,98,0
76637,9.83,-3624,98,0
87784,9.83,-3624,98,0
69606,9.83,-3624,98,0
77381,9.83,-3624,98,0
12952,9.83,-3624,98,0
3275,9.83,-3624,98,0
29864,9.83,-3624,98,0
35548,9.83,-3624,98,0
74341,9.83,-3624,98,0
68919,9.83,-3624,98,0
76510,9.83,-3624,98,0
71072,9.83,-3624,98,0
59805,9.83,-3624,98,0
81551,9.83,-3624,98,0
70965,9.83,-3624,98,0
14853,9.83,-3624,98,0
12076,9.83,-3624,98,0
97624,9.83,-3624,98,0
27681,9.83,-3624,98,0
69791,9.83,-3624,98,0
76239,9.83,-3624,98,0
55359,9.83,-3624,98,0
30700,9.83,-3624,98,0
56521,9.83,-3624,98,0
63107,9.83,-3624,98,0
39999,9.83,-3624,98,0
55264,9.83,-3624,98,0
13496,9.83,-3624,98,0
82610,9.83,-3624,98,0
50875,9.83,-3624,98,0
10129,9.83,-3624,98,0
96687,9.83,-3624,98,0
7400,9.83,-3624,98,0
50461,9.83,-3624,98,0
38460,9.83,-3624,98,0
12033,9.83,-3624,98,0
76951,9.83,-3624,98,0
80673,9.83,-3624,98,0
6715,9.83,-3624,98,0
23622,9.83,-3624,98,0
45966,9.83,-3624,98,0
97589,9.83,-3624,98,0
98244,9.83,-3624,98,0
29572,9.83,-3624,98,0
39882,9.83,-3624,98,0
94606,9.83,-3624,98,0
54972,9.83,-3624,98,0
39197,9.83,-3624,98,0
93509,9.83,-3624,98,0
99978,9.83,-3624,98,0
32452,9.83,-3624,98,0
92918,9.83,-3624,98,0
10538,9.83,-3624,98,0
8472,9.83,-3624,98,0
13017,9.83,-3624,98,0
78483,9.83,-3624,98,0
22573,9.83,-3624,98,0
80242,9.83,-3624,98,0
90231,9.83,-3624,98,0
22778,9.83,-3624,98,0
2181,9.83,-3624,98,0
39664,9.83,-3624,98,0
68589,9.83,-3624,98,0
59179,9.83,-3624,98,0
29417,9.83,-3624,98,0
50064,9.83,-3624,98,0
9843,9.83,-3624,98,0
18486,9.83,-3624,98,0
38034,9.83,-3624,98,0
76686,9.83,-3624,98,0
38850,9.83,-3624,98,0
78028,9.83,-3624,98,0
81346,9.83,-3624,98,0
91280,9.83,-3624,98,0
11448,9.83,-3624,98,0
5988,9.83,-3624,98,0
73810,9.83,-3624,98,0
41174,9.83,-3624,98,0
39729,9.83,-3624,98,0
44914,9.83,-3624,98,0
64537,9.83,-3624,98,0
87560,9.83,-3624,98,0
9892,9.83,-3624,98,0
67848,9.83,-3624,98,0
32131,9.83,-3624,98,0
12245,9.83,-3624,98,0
99004,9.83,-3624,98,0
51917,9.83,-3624,98,0
60204,9.83,-3624,98,0
47250,9.83,-3624,98,0
65377,9.83,-3624,98,0
26676,9.83,-3624,98,0
63220,9.83,-3624,98,0
21152,9.83,-3624,98,0
82372,9.83,-3624,98,0
54728,9.83,-3624,98,0
